id,calories,cal_fat,total_fat,sat_fat,trans_fat,cholesterol,sodium,total_carb,fiber,sugar,protein,vit_a,vit_c,calcium
256,410,150,17,3,0,20,870,53,2,14,12,NA,NA,NA
257,840,459,51,12,1,95,1760,62,3,7,32,NA,NA,NA
258,210,135,15,3,0,20,570,11,2,0,8,NA,NA,NA
259,530,333,37,7,0,55,1420,28,NA,0,20,NA,NA,NA
260,410,220,25,4.5,0,35,850,35,2,5,12,NA,NA,NA
261,700,378,42,7,0,65,1140,57,3,8,25,NA,NA,NA
262,760,405,45,11,0,95,1720,58,3,8,32,NA,NA,NA
263,1000,660,74,26,2,170,1610,40,2,9,46,25,8,30
264,800,460,51,20,2,135,1280,44,3,13,40,25,6,35
265,630,330,37,13,1,95,1250,44,2,13,30,20,6,25
266,540,270,30,11,1,70,1020,44,3,13,23,20,6,25
267,570,310,35,11,1,75,820,39,2,8,24,2,0,25
268,400,160,18,9,1,65,930,34,1,8,19,10,0,10
269,630,310,34,18,2,125,1240,34,1,9,34,15,0,20
270,1030,480,53,9,1,80,2780,105,9,4,35,2,0,10
271,1260,590,66,11,1,120,3500,121,12,4,49,2,0,10
272,420,240,26,11,1,60,1140,26,1,3,19,NA,NA,NA
273,390,220,24,11,1,50,1000,26,1,3,16,NA,NA,NA
274,380,220,24,11,1,55,900,23,1,3,16,10,0,15
275,330,180,20,8,1,40,1050,24,1,5,13,8,0,6
276,290,160,17,7,1,35,900,22,1,4,11,4,0,6
277,350,180,20,8,1,35,1000,30,1,6,13,NA,NA,NA
278,310,80,9,3,0,50,830,41,2,9,17,10,4,4
279,250,80,9,1,0,0,500,36,2,1,7,0,2,2
280,550,410,45,25,0,150,900,0,0,0,35,30,0,100
281,1050,670,75,43,1,180,2210,52,0,30,43,NA,NA,NA
282,760,440,49,21,2,100,1570,48,2,6,32,NA,NA,NA
283,260,140,15,4,0,20,450,26,1,7,6,0,4,0
284,470,200,22,3,0,20,1210,53,2,7,17,10,2,6
285,400,160,18,9,1,65,930,35,1,9,20,20,6,10
286,640,310,34,18,2,125,1240,35,1,9,34,25,6,20
287,540,240,26,13,1,100,750,34,1,9,29,15,6,4
288,350,130,14,7,1,50,680,34,1,9,17,15,6,4
289,780,430,48,22,2,150,1390,34,1,7,41,20,6,20
290,580,310,34,7,0,45,910,48,2,6,19,NA,NA,NA
291,910,430,48,13,0.5,45,2210,95,5,2,23,NA,NA,NA
292,350,180,20,3,0,60,960,22,10,0,22,NA,NA,NA
293,500,180,20,8,0,65,1190,45,3,3,33,NA,NA,NA
294,640,220,25,8,0,60,1530,68,4,3,34,NA,NA,NA
295,520,280,31,10,0,100,1470,25,9,6,37,NA,NA,NA
296,280,120,13,2,0,40,670,24,9,6,17,NA,NA,NA
297,600,270,30,5,0,55,1250,59,7,8,24,10,6,15
298,350,190,21,5,0,35,820,30,2,1,12,10,2,10
299,380,170,19,9,0,100,1540,11,3,6,42,NA,NA,NA
300,150,20,2,0.5,0,40,730,10,3,6,23,NA,NA,NA
301,360,140,15,3,0,50,1040,32,1,5,25,10,8,6
302,280,130,15,4,0,30,800,22,1,1,15,10,4,10
303,20,0,0,0,0,0,15,5,2,3,1,50,30,15
304,550,240,26,8,0,60,1420,45,3,3,30,NA,NA,NA
305,320,80,9,4,0,20,680,43,5,6,15,8,8,30
306,640,160,18,8,0,40,1360,86,10,12,30,16,16,60
307,430,160,18,6,0,50,590,47,5,8,19,8,20,30
308,860,320,36,12,0,100,1180,94,10,16,38,16,40,60
309,580,310,31,11,0,85,1470,47,5,7,29,10,45,40
310,1160,620,62,22,0,170,2940,94,10,14,58,20,90,80
311,500,150,17,9,1,85,1310,51,6,8,38,15,20,50
312,1000,300,34,18,2,170,2620,102,12,16,76,30,40,100
313,180,20,3,0.5,0,10,450,30,3,5,10,6,15,20
314,290,40,5,1,0,20,830,46,5,8,18,8,20,30
315,580,80,10,2,0,40,1660,92,10,16,36,16,40,60
316,330,45,5,1,0,45,890,45,5,7,25,8,20,30
317,660,90,10,2,0,90,1780,90,10,14,50,16,40,60
318,570,230,26,7,0,70,1600,46,5,8,33,10,20,40
319,1140,460,52,14,0,140,3200,92,10,16,66,20,40,80
320,570,250,28,10,1,95,1080,47,5,8,35,15,25,50
321,1140,500,56,20,2,190,2160,94,10,16,70,30,50,100
322,460,140,16,6,0,80,1140,49,6,9,32,15,30,45
323,920,280,32,12,0,160,2280,98,12,18,64,30,60,90
324,370,120,13,4,0,50,1140,46,5,7,18,10,20,35
325,740,240,26,8,0,100,2280,92,10,14,36,20,40,70
326,470,130,15,4.5,0,85,1770,45,7,12,39,10,35,20
327,940,260,30,9,0,170,3540,90,14,24,78,20,70,40
328,410,150,16,6,0,45,1300,46,5,8,20,8,20,30
329,820,300,32,12,0,90,2600,92,10,16,40,16,40,60
330,550,260,29,10,0,75,1470,47,5,9,26,10,20,40
331,1100,520,58,20,0,150,2940,94,10,18,52,20,40,80
332,480,160,18,7,1,30,950,59,8,12,21,25,35,35
333,960,320,36,14,2,60,1900,118,16,24,42,50,70,70
334,320,40,5,2,0,25,640,47,5,8,23,8,30,30
335,640,80,10,4,0,50,1280,44,10,16,46,16,60,60
336,200,25,3,1,0,25,390,30,4,5,14,6,15,20
337,320,40,5,2,0,40,700,45,5,7,24,8,20,30
338,640,80,10,4,0,80,1400,90,10,14,48,16,40,60
339,350,50,6,1.5,0,50,540,44,5,7,29,8,20,30
340,700,100,12,3,0,100,1080,88,10,14,58,16,40,60
341,480,220,24,9,1,50,1520,46,5,8,20,8,20,30
342,960,440,48,18,2,100,3040,92,10,16,40,16,40,60
343,380,90,10,5,0,50,1060,48,5,8,26,10,20,40
344,760,180,20,10,0,100,2120,96,10,16,52,20,40,80
345,310,40,5,2,0,40,880,46,5,7,23,8,20,30
346,620,80,10,4,0,80,1760,92,10,14,46,16,40,60
347,370,100,11,5,0,45,1210,47,5,8,23,10,20,40
348,740,200,22,10,0,90,1420,94,10,16,46,20,40,80
349,420,170,19,3,0,20,690,51,5,8,13,10,20,35
350,840,340,38,6,0,40,1380,102,10,16,26,20,40,70
351,380,40,5,1,0,50,900,59,5,18,26,8,30,35
352,760,80,10,2,0,100,1800,118,10,36,52,16,60,70
353,470,210,24,4,0,30,620,44,5,6,20,8,20,30
354,940,420,48,8,0,60,1240,88,10,12,40,16,40,60
355,390,110,13,3.5,0,30,860,49,8,7,22,10,200,30
356,780,220,26,7,0,60,1720,98,16,14,44,20,400,60
357,180,20,2,0.5,0,10,380,30,3,5,10,6,15,20
358,280,30,4,1,0,20,810,46,5,7,18,8,20,30
359,560,60,8,2,0,40,1620,92,10,14,36,16,40,60
360,280,35,4,1,0,20,820,46,5,8,18,8,20,30
361,560,70,8,2,0,40,1640,92,10,16,36,16,40,60
362,490,210,24,9,1,50,1480,47,5,8,24,10,20,45
363,980,420,48,18,2,100,2960,94,10,16,48,20,40,90
364,150,15,2,0,0,0,190,29,3,4,6,6,15,20
365,230,20,3,1,0,0,310,44,5,6,8,8,20,30
366,460,40,6,2,0,0,620,88,10,12,16,16,40,60
367,390,70,7,1,0,10,800,56,8,8,23,15,20,35
368,780,140,14,2,0,20,1600,112,16,16,46,30,20,70
369,300,80,9,3,0,60,1120,26,3,22,25,40,40,15
370,150,70,8,4,0,20,420,10,4,5,10,50,50,6
371,400,300,29,11,0,85,1250,12,4,4,23,25,70,10
372,330,140,16,8,1,85,1080,17,5,6,32,60,50,25
373,110,25,3,1,0,20,590,11,4,6,12,25,45,4
374,360,230,26,4,0,60,1100,13,4,6,20,50,60,8
375,280,110,12,4.5,0,65,1320,11,4,5,28,50,50,15
376,150,30,4,0,0,45,680,8,3,3,19,40,40,6
377,510,340,38,12,1,100,1040,14,4,7,30,60,60,30
378,180,95,11,4,0,45,820,12,4,5,12,50,50,10
379,220,35,5,1.5,0,100,490,10,4,4,36,50,60,8
380,230,135,15,6,0,45,1060,12,4,6,14,50,50,6
381,230,140,15,5,0,45,1060,13,4,8,14,40,60,4
382,310,150,17,7,1,30,720,25,6,10,16,60,70,10
383,140,25,3,0.5,0,50,280,10,4,4,19,50,60,8
384,140,30,4,1,0,40,450,10,4,5,18,25,45,4
385,310,205,23,9,1,50,1280,11,4,6,15,50,50,8
386,210,75,8,4,0,50,830,14,4,6,20,50,50,15
387,140,30,4,1,0,40,640,11,4,5,17,25,45,6
388,200,85,10,5,0,45,910,13,4,6,18,50,50,15
389,200,25,3,1,0,50,660,24,4,16,20,25,50,6
390,310,215,24,4,0,40,370,10,4,4,15,50,50,6
391,110,20,3,1,0,25,580,11,4,5,12,25,45,6
392,110,20,2,1,0,20,570,11,4,5,12,25,45,6
393,50,10,1,0,0,0,65,9,4,4,3,25,45,4
394,760,330,37,12,1,100,2250,65,4,7,43,15,45,30
395,730,310,34,10,0.5,135,1900,53,3,4,55,15,8,45
396,810,380,42,13,0.5,75,2970,62,3,6,43,10,30,30
397,740,230,25,11,0,50,1270,100,5,9,36,35,30,60
398,680,200,22,9,0,40,1070,96,4,7,32,25,4,45
399,790,290,32,13,0,60,1350,96,4,8,38,30,4,60
400,820,310,34,14,0,70,1420,97,4,8,39,30,4,60
401,540,230,26,7,1,45,1360,59,7,4,19,NA,NA,NA
402,460,170,18,7,1,45,1320,53,9,3,21,NA,NA,NA
403,510,170,19,7,0,20,1090,68,11,4,16,NA,NA,NA
404,370,100,11,4,0,5,960,56,9,3,13,NA,NA,NA
405,550,200,22,8,0,35,1270,68,8,5,19,NA,NA,NA
406,440,160,18,5,0,20,1030,55,4,3,13,NA,NA,NA
407,410,110,12,4,0,10,1100,62,8,3,14,NA,NA,NA
408,420,140,16,7,0,35,1090,53,8,5,16,NA,NA,NA
409,390,110,12,5,0,40,1050,52,7,5,19,NA,NA,NA
410,390,120,13,5,0,30,1090,52,7,5,17,NA,NA,NA
411,760,240,27,6,0,60,1960,96,12,7,32,NA,NA,NA
412,780,250,28,7,0,50,1900,98,13,7,33,NA,NA,NA
413,740,230,26,5,0,10,1750,107,17,8,20,NA,NA,NA
414,420,160,17,3.5,0,0,930,55,6,4,11,NA,NA,NA
415,380,150,17,8,1,35,930,41,5,2,16,NA,NA,NA
416,610,210,24,9,0,55,1510,74,5,5,25,10,4,35
417,610,220,24,9,0,50,1520,75,5,5,25,10,4,40
418,630,240,26,10,0.5,45,1530,76,7,5,22,15,4,35
419,550,260,29,9,0.5,50,1130,52,7,4,20,15,6,20
420,620,270,30,10,0,60,1440,64,4,4,24,NA,NA,NA
421,630,280,31,11,0.5,65,1410,64,3,4,25,NA,NA,NA
422,650,300,34,12,0.5,60,1450,65,6,5,22,NA,NA,NA
423,400,160,18,4.5,0,30,960,45,3,3,16,NA,NA,NA
424,710,320,35,13,1,75,2260,70,10,4,28,NA,NA,NA
425,650,250,28,10,0,70,2230,67,8,4,34,NA,NA,NA
426,670,260,29,11,0.5,80,2080,68,7,4,35,NA,NA,NA
427,540,180,20,8,0,55,1740,66,5,5,24,15,8,35
428,550,190,21,9,0,50,1750,66,5,5,24,10,6,35
429,570,210,23,10,0.5,45,1760,68,7,5,22,15,6,35
430,410,140,16,6,0,30,1030,50,4,3,15,6,2,20
431,880,380,42,14,1,75,2020,94,12,6,31,NA,NA,NA
432,830,320,35,11,0,85,1940,91,10,6,37,NA,NA,NA
433,820,320,36,12,1,70,2020,91,10,7,33,NA,NA,NA
434,170,50,6,3,0,30,460,18,1,1,12,NA,NA,NA
435,320,120,14,5,0,25,770,36,6,2,13,NA,NA,NA
436,160,90,10,3.5,0,25,350,13,2,1,8,NA,NA,NA
437,200,100,12,4.5,0,35,370,15,3,3,9,NA,NA,NA
438,170,90,10,4,0,25,290,12,3,1,8,NA,NA,NA
439,200,110,12,5,0,35,320,15,3,2,9,NA,NA,NA
440,320,120,14,5,0,25,640,37,7,2,13,NA,NA,NA
441,350,140,16,6,0,35,670,40,7,3,14,NA,NA,NA
442,340,160,18,7,0,35,640,32,4,6,12,10,2,15
443,350,180,20,8,0.5,40,630,30,4,3,13,15,2,20
444,380,170,19,6,0,35,650,39,5,2,13,8,2,20
445,320,120,13,5,0,25,770,36,7,2,14,NA,NA,NA
446,170,90,10,3.5,0,25,370,12,3,1,8,NA,NA,NA
447,200,110,12,5,0,30,390,15,3,2,9,NA,NA,NA
448,250,130,14,4,0,30,550,19,2,2,11,NA,NA,NA
449,320,120,13,5,0,25,760,36,7,2,14,NA,NA,NA
450,170,80,9,4,0,25,340,13,2,1,8,NA,NA,NA
451,200,100,11,5,0,35,370,15,3,2,9,NA,NA,NA
452,230,100,11,5,0,35,530,22,3,3,10,NA,NA,NA
453,200,80,9,4,0,25,510,19,3,1,10,NA,NA,NA
454,250,120,13,3,0,10,510,28,3,1,6,NA,NA,NA
455,340,160,18,4,0,40,530,29,3,4,16,NA,NA,NA
456,340,170,18,4,0,30,570,29,3,4,14,NA,NA,NA
457,370,190,21,5,0,30,570,31,4,4,13,NA,NA,NA
458,600,310,35,8,0.5,50,1010,50,6,5,21,15,4,15
459,420,250,28,6,0,65,1070,23,4,2,19,6,4,6
460,440,270,30,7,0,70,1090,22,3,1,20,6,4,6
461,600,310,35,8,0.5,50,1240,52,7,5,21,15,8,15
462,350,80,9,3,0,0,950,57,9,3,11,NA,NA,NA
463,340,80,8,3,0,25,1020,50,7,4,17,NA,NA,NA
464,340,80,9,3,0,15,1060,50,7,4,15,NA,NA,NA
465,150,35,4,1,0,25,460,18,2,2,11,NA,NA,NA
466,140,70,8,2,0,20,290,13,3,1,6,NA,NA,NA
467,150,35,4,2,0,15,500,19,2,2,9,NA,NA,NA
468,170,60,7,3,0,20,500,20,3,2,8,NA,NA,NA
469,490,260,29,10,1,55,810,39,5,6,20,NA,NA,NA
470,490,250,28,10,1,55,890,40,5,5,20,NA,NA,NA
471,490,250,28,10,1,55,890,40,5,4,20,NA,NA,NA
472,490,250,28,10,1,55,880,40,5,5,20,NA,NA,NA
473,570,290,32,12,1,70,1110,44,7,5,25,15,2,30
474,300,120,14,5,0,30,550,31,4,6,13,NA,NA,NA
475,270,90,10,4,0,40,510,29,2,6,16,NA,NA,NA
476,270,90,11,4,0,30,550,29,2,6,14,NA,NA,NA
477,710,360,41,6,0,30,1420,73,10,4,13,10,4,8
478,760,360,39,6,0,30,1100,82,13,5,18,NA,NA,NA
479,430,210,23,5,0,30,690,44,7,3,12,NA,NA,NA
480,320,140,15,1.5,0,0,600,41,6,2,7,NA,NA,NA
481,260,140,16,4.5,0,30,550,19,3,1,10,6,0,10
482,410,170,19,6,0,25,960,46,4,3,14,NA,NA,NA
483,210,110,12,4,0,25,560,17,3,1,9,NA,NA,NA
484,420,170,19,4.5,0,20,870,49,5,3,12,NA,NA,NA
485,430,210,23,5,0,20,900,43,3,4,12,NA,NA,NA
486,560,200,22,4,0,60,1520,64,9,4,26,NA,NA,NA
487,580,210,23,4,0,50,1460,66,10,4,27,NA,NA,NA
488,540,190,21,3,0,10,1310,75,14,4,14,NA,NA,NA
489,480,240,27,11,1,50,1000,40,4,3,19,NA,NA,NA
490,190,80,9,5,0,20,450,18,2,1,9,NA,NA,NA
491,520,250,28,12,1,75,1210,41,4,3,27,NA,NA,NA
492,620,340,37,8,0,50,1290,53,4,4,17,8,6,15
493,380,150,17,8,1,35,930,41,5,2,16,NA,NA,NA
494,290,170,18,3,0,25,640,22,1,1,9,NA,NA,NA
495,650,340,37,13,0.5,75,1480,51,5,3,26,10,2,45
496,540,190,21,6,0,30,1110,71,7,7,16,NA,NA,NA
497,270,100,11,4,0,15,650,32,8,2,12,NA,NA,NA
498,580,260,29,9,1,60,1270,59,8,7,23,NA,NA,NA
499,470,200,22,6,0,25,1120,55,4,5,13,NA,NA,NA
500,540,270,31,8,1,40,860,47,7,2,20,NA,NA,NA
501,270,130,14,7,1,40,740,21,3,2,14,NA,NA,NA
502,440,210,23,10,0.5,60,840,36,3,3,22,15,6,35
503,440,200,23,10,0.5,60,840,37,3,3,22,15,8,35
504,460,240,26,11,1,50,890,38,4,3,19,15,6,35
505,180,70,8,2.5,0,25,540,15,2,1,12,NA,NA,NA
506,400,180,20,4,0,25,900,42,3,3,15,NA,NA,NA
507,200,90,10,2.5,0,10,440,22,4,1,7,NA,NA,NA
508,390,170,18,8,0.5,40,1050,39,4,3,18,8,2,30
509,520,250,28,12,1,65,1250,41,4,3,25,NA,NA,NA
510,700,270,30,9,0.5,45,1550,85,9,7,23,15,6,25
511,780,340,38,10,0.5,50,1850,87,9,8,23,20,10,25
512,580,260,29,9,1,60,1270,59,8,7,23,NA,NA,NA
513,780,380,42,10,1,60,1340,74,11,7,26,NA,NA,NA
514,720,320,35,7,0,70,1260,70,8,8,32,NA,NA,NA
515,720,320,36,8,1,55,1340,70,8,8,28,NA,NA,NA
